"checking.status","duration.in.months","credit.history","purpose","amount","savings","employed.since","percentage.of.disposable.income","personal.status.and.sex","cosigners","at.residence.since","property","age.in.years","other.installment.plans","housing","num.credits.at.bank","job","num.dependents","telephone","foreign.worker","good.loan","Good.Loan"
"no checking",6,"critical","furniture/equipment",1221,"unknown","< 4 years",1,"male:married/widowed","none",2,"savings/life ins",27,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
">= 200 DM",24,"paid to date","furniture/equipment",2892,"< 100 DM",">= 7 years",3,"male:divorced/separated","none",4,"unknown",51,"none","for free",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"paid to date","furniture/equipment",3062,"< 1000 DM",">= 7 years",4,"male:single","none",3,"unknown",32,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",9,"paid to date","furniture/equipment",2301,"< 500 DM","< 1 year",2,"female:divorced/separated/married","none",4,"savings/life ins",22,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","car (used)",7511,"unknown",">= 7 years",1,"male:single","none",4,"savings/life ins",51,"none","for free",1,"skilled employee/official",2,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",12,"critical","furniture/equipment",1258,"< 100 DM","< 1 year",2,"female:divorced/separated/married","none",4,"savings/life ins",22,"none","rent",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",24,"past delays","car (new)",717,"unknown",">= 7 years",4,"male:married/widowed","none",4,"car or other",54,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",9,"paid to date","car (new)",1549,"unknown","< 1 year",4,"male:single","none",2,"real estate",35,"none","own",1,"unemployed/unskilled - non-resident",1,"none","yes",1,"GoodLoan"
"no checking",24,"critical","education",1597,"< 100 DM",">= 7 years",4,"male:single","none",4,"unknown",54,"none","for free",2,"skilled employee/official",2,"none","yes",1,"GoodLoan"
"< 200 DM",18,"critical","radio/television",1795,"< 100 DM",">= 7 years",3,"female:divorced/separated/married","guarantor",4,"real estate",48,"bank","rent",2,"unskilled - resident",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",20,"critical","furniture/equipment",4272,"< 100 DM",">= 7 years",1,"female:divorced/separated/married","none",4,"savings/life ins",24,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",12,"critical","radio/television",976,"unknown",">= 7 years",4,"male:single","none",4,"car or other",35,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",12,"paid to date","car (new)",7472,"unknown","unemployed",1,"female:divorced/separated/married","none",2,"real estate",24,"none","rent",1,"unemployed/unskilled - non-resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","car (new)",9271,"< 100 DM","< 7 years",2,"male:single","none",1,"car or other",24,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",6,"paid to date","radio/television",590,"< 100 DM","< 1 year",3,"male:married/widowed","none",3,"real estate",26,"none","own",1,"unskilled - resident",1,"none","no",1,"GoodLoan"
"no checking",12,"critical","radio/television",930,"unknown",">= 7 years",4,"male:single","none",4,"real estate",65,"none","own",4,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",42,"fully paid at this bank","car (used)",9283,"< 100 DM","unemployed",1,"male:single","none",2,"unknown",55,"bank","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",15,"fully paid","car (new)",1778,"< 100 DM","< 1 year",2,"female:divorced/separated/married","none",1,"real estate",26,"none","rent",2,"unemployed/unskilled - non-resident",1,"none","yes",2,"BadLoan"
"< 200 DM",8,"paid to date","business",907,"< 100 DM","< 1 year",3,"male:married/widowed","none",2,"real estate",26,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",6,"paid to date","radio/television",484,"< 100 DM","< 7 years",3,"male:married/widowed","guarantor",3,"real estate",28,"bank","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"critical","car (used)",9629,"< 100 DM","< 7 years",4,"male:single","none",4,"car or other",24,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",48,"paid to date","domestic appliances",3051,"< 100 DM","< 4 years",3,"male:single","none",4,"car or other",54,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 0 DM",48,"paid to date","car (new)",3931,"< 100 DM","< 7 years",4,"male:single","none",4,"unknown",46,"none","for free",1,"skilled employee/official",2,"none","yes",2,"BadLoan"
"< 200 DM",36,"past delays","car (new)",7432,"< 100 DM","< 4 years",2,"female:divorced/separated/married","none",2,"savings/life ins",54,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",6,"paid to date","domestic appliances",1338,"< 1000 DM","< 4 years",1,"male:divorced/separated","none",4,"real estate",62,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",6,"critical","radio/television",1554,"< 100 DM","< 7 years",1,"female:divorced/separated/married","none",2,"car or other",24,"none","rent",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","others",15857,"< 100 DM","unemployed",2,"male:divorced/separated","co-applicant",3,"car or other",43,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","radio/television",1345,"< 100 DM","< 4 years",4,"male:married/widowed","none",3,"real estate",26,"bank","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",12,"paid to date","car (new)",1101,"< 100 DM","< 4 years",3,"male:married/widowed","none",2,"real estate",27,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",12,"paid to date","radio/television",3016,"< 100 DM","< 4 years",3,"male:married/widowed","none",1,"car or other",24,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","furniture/equipment",2712,"< 100 DM",">= 7 years",2,"male:single","none",2,"savings/life ins",41,"bank","own",1,"skilled employee/official",2,"none","yes",2,"BadLoan"
"< 0 DM",8,"critical","car (new)",731,"< 100 DM",">= 7 years",4,"male:single","none",4,"real estate",47,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",18,"critical","furniture/equipment",3780,"< 100 DM","< 1 year",3,"male:divorced/separated","none",2,"car or other",35,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",21,"critical","car (new)",1602,"< 100 DM",">= 7 years",4,"male:married/widowed","none",3,"car or other",30,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",18,"critical","car (new)",3966,"< 100 DM",">= 7 years",1,"female:divorced/separated/married","none",4,"real estate",33,"bank","rent",3,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",18,"fully paid","business",4165,"< 100 DM","< 4 years",2,"male:single","none",2,"car or other",36,"stores","own",2,"skilled employee/official",2,"none","yes",2,"BadLoan"
"< 0 DM",36,"paid to date","car (used)",8335,"unknown",">= 7 years",3,"male:single","none",4,"unknown",47,"none","for free",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",48,"past delays","business",6681,"unknown","< 4 years",4,"male:single","none",4,"unknown",38,"none","for free",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"past delays","business",2375,"< 1000 DM","< 4 years",4,"male:single","none",2,"car or other",44,"none","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","car (new)",1216,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",3,"car or other",23,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",45,"fully paid","business",11816,"< 100 DM",">= 7 years",2,"male:single","none",4,"car or other",29,"none","rent",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",24,"paid to date","radio/television",5084,"unknown",">= 7 years",2,"female:divorced/separated/married","none",4,"car or other",42,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",15,"paid to date","radio/television",2327,"< 100 DM","< 1 year",2,"female:divorced/separated/married","none",3,"real estate",25,"none","own",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 0 DM",12,"fully paid","car (new)",1082,"< 100 DM","< 4 years",4,"male:single","none",4,"car or other",48,"bank","own",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",12,"paid to date","radio/television",886,"unknown","< 4 years",4,"female:divorced/separated/married","none",2,"car or other",21,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",4,"paid to date","furniture/equipment",601,"< 100 DM","< 1 year",1,"female:divorced/separated/married","none",3,"real estate",23,"none","rent",1,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 0 DM",24,"critical","car (used)",2957,"< 100 DM",">= 7 years",4,"male:single","none",4,"savings/life ins",63,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"critical","radio/television",2611,"< 100 DM",">= 7 years",4,"male:married/widowed","co-applicant",3,"real estate",46,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",36,"paid to date","furniture/equipment",5179,"< 100 DM","< 7 years",4,"male:single","none",2,"savings/life ins",29,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",21,"past delays","car (used)",2993,"< 100 DM","< 4 years",3,"male:single","none",2,"real estate",28,"stores","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",18,"paid to date","repairs",1943,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",4,"real estate",23,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",24,"fully paid at this bank","business",1559,"< 100 DM","< 7 years",4,"male:single","none",4,"car or other",50,"bank","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",18,"paid to date","furniture/equipment",3422,"< 100 DM",">= 7 years",4,"male:single","none",4,"savings/life ins",47,"bank","own",3,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",21,"paid to date","furniture/equipment",3976,"unknown","< 7 years",2,"male:single","none",3,"car or other",35,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",18,"paid to date","car (new)",6761,"unknown","< 4 years",2,"male:single","none",4,"car or other",68,"none","rent",2,"skilled employee/official",1,"none","yes",2,"BadLoan"
"no checking",24,"paid to date","car (new)",1249,"< 100 DM","< 1 year",4,"male:married/widowed","none",2,"real estate",28,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",9,"paid to date","radio/television",1364,"< 100 DM","< 7 years",3,"male:single","none",4,"real estate",59,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","radio/television",709,"< 100 DM",">= 7 years",4,"male:single","none",4,"real estate",57,"stores","own",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 0 DM",20,"critical","car (new)",2235,"< 100 DM","< 4 years",4,"male:married/widowed","guarantor",2,"savings/life ins",33,"bank","rent",2,"skilled employee/official",1,"none","no",2,"BadLoan"
"no checking",24,"critical","car (used)",4042,"unknown","< 7 years",3,"male:single","none",4,"savings/life ins",43,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",15,"critical","radio/television",1471,"< 100 DM","< 4 years",4,"male:single","none",4,"unknown",35,"none","for free",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",18,"fully paid at this bank","car (new)",1442,"< 100 DM","< 7 years",4,"male:single","none",4,"unknown",32,"none","for free",2,"unskilled - resident",2,"none","yes",2,"BadLoan"
"no checking",36,"past delays","car (new)",10875,"< 100 DM",">= 7 years",2,"male:single","none",2,"car or other",45,"none","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"paid to date","car (new)",1474,"< 500 DM","< 1 year",4,"male:married/widowed","none",3,"real estate",33,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",10,"paid to date","retraining",894,"unknown","< 7 years",4,"female:divorced/separated/married","none",3,"savings/life ins",40,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",15,"critical","furniture/equipment",3343,"< 100 DM","< 4 years",4,"male:single","none",2,"unknown",28,"none","for free",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",15,"paid to date","car (new)",3959,"< 100 DM","< 4 years",3,"female:divorced/separated/married","none",2,"savings/life ins",29,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",9,"paid to date","car (new)",3577,"< 500 DM","< 4 years",1,"male:single","guarantor",2,"real estate",26,"none","rent",1,"skilled employee/official",2,"none","no",1,"GoodLoan"
"no checking",24,"critical","car (used)",5804,">= 1000 DM","< 4 years",4,"male:single","none",2,"real estate",27,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",18,"past delays","business",2169,"< 100 DM","< 4 years",4,"male:married/widowed","none",2,"car or other",28,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",24,"paid to date","radio/television",2439,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",4,"real estate",35,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",27,"critical","furniture/equipment",4526,">= 1000 DM","< 1 year",4,"male:single","none",2,"real estate",32,"stores","own",2,"unskilled - resident",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",10,"paid to date","furniture/equipment",2210,"< 100 DM","< 4 years",2,"male:single","none",2,"real estate",25,"bank","rent",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"no checking",15,"paid to date","furniture/equipment",2221,"< 1000 DM","< 4 years",2,"female:divorced/separated/married","none",4,"car or other",20,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","radio/television",2389,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",1,"car or other",27,"stores","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",12,"critical","furniture/equipment",3331,"< 100 DM",">= 7 years",2,"male:single","none",4,"savings/life ins",42,"stores","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",36,"paid to date","business",7409,"unknown",">= 7 years",3,"male:single","none",2,"savings/life ins",37,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","furniture/equipment",652,"< 100 DM",">= 7 years",4,"female:divorced/separated/married","none",4,"savings/life ins",24,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",36,"past delays","furniture/equipment",7678,"< 1000 DM","< 7 years",2,"female:divorced/separated/married","none",4,"car or other",40,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
">= 200 DM",6,"critical","car (new)",1343,"< 100 DM",">= 7 years",1,"male:single","none",4,"real estate",46,"none","own",2,"skilled employee/official",2,"none","no",1,"GoodLoan"
"< 0 DM",24,"critical","business",1382,"< 500 DM","< 7 years",4,"male:single","none",1,"real estate",26,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",15,"paid to date","domestic appliances",874,"unknown","< 1 year",4,"female:divorced/separated/married","none",1,"real estate",24,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","furniture/equipment",3590,"< 100 DM","< 4 years",2,"male:single","co-applicant",2,"savings/life ins",29,"none","own",1,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 200 DM",11,"critical","car (new)",1322,">= 1000 DM","< 4 years",4,"female:divorced/separated/married","none",4,"car or other",40,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"fully paid at this bank","radio/television",1940,"< 100 DM","< 1 year",3,"male:single","co-applicant",4,"unknown",36,"bank","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",36,"paid to date","radio/television",3595,"< 100 DM",">= 7 years",4,"male:single","none",2,"car or other",28,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",9,"paid to date","car (new)",1422,"< 100 DM","< 1 year",3,"male:single","none",2,"unknown",27,"none","for free",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",30,"critical","radio/television",6742,"unknown","< 7 years",2,"male:single","none",3,"savings/life ins",36,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",24,"paid to date","car (used)",7814,"< 100 DM","< 7 years",3,"male:single","none",3,"car or other",38,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"paid to date","car (used)",9277,"unknown","< 4 years",2,"male:divorced/separated","none",4,"unknown",48,"none","for free",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",30,"critical","car (new)",2181,"unknown",">= 7 years",4,"male:single","none",4,"real estate",36,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",18,"critical","radio/television",1098,"< 100 DM","unemployed",4,"female:divorced/separated/married","none",4,"car or other",65,"none","own",2,"unemployed/unskilled - non-resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"paid to date","furniture/equipment",4057,"< 100 DM","< 7 years",3,"male:divorced/separated","none",3,"car or other",43,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",12,"paid to date","education",795,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",4,"savings/life ins",53,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",24,"critical","business",2825,"unknown","< 7 years",4,"male:single","none",3,"unknown",34,"none","own",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 200 DM",48,"paid to date","business",15672,"< 100 DM","< 4 years",2,"male:single","none",2,"car or other",23,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",36,"critical","car (new)",6614,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",34,"none","own",2,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",28,"fully paid at this bank","car (used)",7824,"unknown","< 1 year",3,"male:single","guarantor",4,"real estate",40,"bank","rent",2,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",27,"critical","business",2442,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",43,"stores","own",4,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",15,"critical","radio/television",1829,"< 100 DM",">= 7 years",4,"male:single","none",4,"car or other",46,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"critical","car (new)",2171,"< 100 DM","< 4 years",4,"male:single","none",4,"savings/life ins",38,"bank","own",2,"unskilled - resident",1,"none","no",1,"GoodLoan"
"< 200 DM",36,"critical","car (used)",5800,"< 100 DM","< 4 years",3,"male:single","none",4,"car or other",34,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",18,"critical","radio/television",1169,"unknown","< 4 years",4,"male:single","none",3,"savings/life ins",29,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",36,"past delays","car (used)",8947,"unknown","< 7 years",3,"male:single","none",2,"car or other",31,"stores","own",1,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",21,"paid to date","radio/television",2606,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",4,"savings/life ins",28,"none","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",12,"critical","furniture/equipment",1592,">= 1000 DM","< 7 years",3,"female:divorced/separated/married","none",2,"savings/life ins",35,"none","own",1,"skilled employee/official",1,"none","no",1,"GoodLoan"
"no checking",15,"paid to date","furniture/equipment",2186,"unknown","< 7 years",1,"female:divorced/separated/married","none",4,"real estate",33,"bank","rent",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 0 DM",18,"paid to date","furniture/equipment",4153,"< 100 DM","< 4 years",2,"male:single","co-applicant",3,"car or other",42,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 0 DM",16,"critical","car (new)",2625,"< 100 DM",">= 7 years",2,"male:single","guarantor",4,"savings/life ins",43,"bank","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",20,"critical","car (new)",3485,"unknown","< 1 year",2,"male:divorced/separated","none",4,"real estate",44,"none","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",36,"critical","car (used)",10477,"unknown",">= 7 years",2,"male:single","none",4,"unknown",42,"none","for free",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",15,"paid to date","radio/television",1386,"unknown","< 4 years",4,"male:married/widowed","none",2,"real estate",40,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"no checking",24,"paid to date","radio/television",1278,"< 100 DM",">= 7 years",4,"male:single","none",1,"real estate",36,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"paid to date","radio/television",1107,"< 100 DM","< 4 years",2,"male:single","none",2,"real estate",20,"none","rent",1,"management/self-employed/highly qualified employee/ officer",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",21,"paid to date","car (new)",3763,"unknown","< 7 years",2,"male:single","co-applicant",2,"real estate",24,"none","own",1,"unskilled - resident",1,"none","no",1,"GoodLoan"
"< 200 DM",36,"paid to date","education",3711,"unknown","< 4 years",2,"male:married/widowed","none",2,"car or other",27,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",15,"past delays","car (used)",3594,"< 100 DM","< 1 year",1,"female:divorced/separated/married","none",2,"savings/life ins",46,"none","own",2,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"< 200 DM",9,"paid to date","car (new)",3195,"unknown","< 4 years",1,"female:divorced/separated/married","none",2,"real estate",33,"none","own",1,"unskilled - resident",1,"none","yes",1,"GoodLoan"
"no checking",36,"past delays","radio/television",4454,"< 100 DM","< 4 years",4,"female:divorced/separated/married","none",4,"real estate",34,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 200 DM",24,"critical","furniture/equipment",4736,"< 100 DM","< 1 year",2,"female:divorced/separated/married","none",4,"car or other",25,"bank","own",1,"unskilled - resident",1,"none","yes",2,"BadLoan"
"< 200 DM",30,"paid to date","radio/television",2991,"unknown",">= 7 years",2,"female:divorced/separated/married","none",4,"car or other",25,"none","own",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",11,"paid to date","business",2142,">= 1000 DM",">= 7 years",1,"male:divorced/separated","none",2,"real estate",28,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",24,"fully paid at this bank","business",3161,"< 100 DM","< 4 years",4,"male:single","none",2,"savings/life ins",31,"none","rent",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 200 DM",48,"fully paid","others",18424,"< 100 DM","< 4 years",1,"female:divorced/separated/married","none",2,"savings/life ins",32,"bank","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","no",2,"BadLoan"
"no checking",10,"paid to date","car (used)",2848,"< 500 DM","< 4 years",1,"male:single","co-applicant",2,"real estate",32,"none","own",1,"skilled employee/official",2,"none","yes",1,"GoodLoan"
"< 0 DM",6,"paid to date","car (new)",14896,"< 100 DM",">= 7 years",1,"male:single","none",4,"unknown",68,"bank","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",24,"paid to date","furniture/equipment",2359,"< 500 DM","unemployed",1,"male:divorced/separated","none",1,"savings/life ins",33,"none","own",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 0 DM",24,"paid to date","furniture/equipment",3345,"< 100 DM",">= 7 years",4,"male:single","none",2,"savings/life ins",39,"none","rent",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",18,"critical","furniture/equipment",1817,"< 100 DM","< 4 years",4,"female:divorced/separated/married","none",2,"unknown",28,"none","own",2,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"no checking",48,"past delays","radio/television",12749,"< 1000 DM","< 7 years",4,"male:single","none",1,"car or other",37,"none","own",1,"management/self-employed/highly qualified employee/ officer",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",9,"paid to date","radio/television",1366,"< 100 DM","< 1 year",3,"female:divorced/separated/married","none",4,"savings/life ins",22,"none","rent",1,"skilled employee/official",1,"none","yes",2,"BadLoan"
"< 200 DM",12,"paid to date","car (new)",2002,"< 100 DM","< 7 years",3,"male:single","none",4,"savings/life ins",30,"none","rent",1,"skilled employee/official",2,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",24,"fully paid at this bank","furniture/equipment",6872,"< 100 DM","< 1 year",2,"male:divorced/separated","none",1,"savings/life ins",55,"bank","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",12,"fully paid at this bank","car (new)",697,"< 100 DM","< 1 year",4,"male:single","none",2,"car or other",46,"bank","own",2,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
"< 0 DM",18,"critical","furniture/equipment",1049,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",4,"savings/life ins",21,"none","rent",1,"skilled employee/official",1,"none","yes",1,"GoodLoan"
"< 0 DM",48,"paid to date","car (used)",10297,"< 100 DM","< 7 years",4,"male:single","none",4,"unknown",39,"stores","for free",3,"skilled employee/official",2,"yes, registered under the customers name","yes",2,"BadLoan"
"no checking",30,"paid to date","radio/television",1867,"unknown",">= 7 years",4,"male:single","none",4,"car or other",58,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",1,"GoodLoan"
"< 0 DM",12,"past delays","car (new)",1344,"< 100 DM","< 4 years",4,"male:single","none",2,"real estate",43,"none","own",2,"unskilled - resident",2,"none","yes",1,"GoodLoan"
"< 0 DM",24,"paid to date","furniture/equipment",1747,"< 100 DM","< 1 year",4,"male:single","co-applicant",1,"savings/life ins",24,"none","own",1,"unskilled - resident",1,"none","no",1,"GoodLoan"
"< 200 DM",9,"paid to date","radio/television",1670,"< 100 DM","< 1 year",4,"female:divorced/separated/married","none",2,"car or other",22,"none","own",1,"skilled employee/official",1,"yes, registered under the customers name","yes",2,"BadLoan"
